ABflag,srcNo,dstNo,2,ASNodes,BSNodes
0,59,82,2,9,11
0,6,0,2,7,8
0,6,0,2,7,8
0,6,0,2,7,8
0,6,11,2,7,12
0,6,11,2,7,12
0,6,8,2,7,8
0,60,74,2,8,12
0,60,76,2,6,10
0,61,140,2,12,22
0,63,18,2,3,4
0,63,18,2,3,4
0,63,74,2,8,10
0,65,45,2,5,9
0,65,74,2,7,10
0,66,75,2,8,12
0,66,79,2,9,11
0,66,79,2,9,11
0,67,141,2,9,10
0,67,97,2,6,9
0,68,146,2,8,10
0,68,86,2,21,26
0,7,11,2,7,11
0,7,77,2,4,10
0,7,9,2,7,10
0,7,9,2,7,10
0,77,83,2,14,17
0,78,139,2,10,11
0,8,219,2,6,7
0,8,31,2,9,10
0,8,31,2,9,10
0,8,32,2,9,10
0,8,32,2,9,10
0,8,32,2,9,10
0,8,5,2,4,10
0,8,5,2,4,10
0,8,6,2,6,10
0,8,6,2,6,10
0,80,94,2,4,5
0,82,147,2,10,11
0,82,38,2,8,10
0,82,91,2,10,21
0,84,132,2,16,19
0,84,75,2,12,13
0,84,78,2,10,12
0,85,22,2,4,6
0,85,71,2,11,13
0,85,71,2,11,13
0,87,77,2,12,20
0,87,81,2,11,22
0,88,130,2,17,18
0,88,69,2,2,13
0,88,75,2,11,12
0,88,76,2,8,10
0,89,78,2,11,13
0,9,12,2,3,4
0,9,13,2,3,4
0,9,13,2,3,4
0,9,153,2,14,22
0,9,206,2,3,4
0,9,222,2,8,11
0,9,29,2,6,12
0,9,5,2,3,7
0,9,5,2,3,7
0,9,6,2,6,13
0,9,6,2,6,13
0,9,7,2,3,7
0,9,7,2,3,7
0,90,134,2,11,19
0,90,23,2,4,5
0,90,44,2,3,4
0,90,48,2,3,9
0,90,73,2,2,13
0,90,74,2,3,10
0,90,77,2,12,20
0,90,79,2,11,20
0,91,76,2,12,20
0,92,48,2,8,9
0,94,44,2,4,9
0,94,70,2,10,11
0,95,45,2,7,8
0,96,9,2,4,5
0,97,38,2,8,9
0,97,67,2,3,4
0,99,40,2,3,4
0,99,66,2,2,3
1,0,103,2,5,4
1,0,14,2,7,5
1,0,14,2,7,5
1,0,14,2,7,5
1,0,15,2,7,6
1,0,20,2,7,5
1,0,20,2,7,5
1,0,20,2,7,5
1,0,21,2,7,5
1,0,21,2,7,5
1,0,21,2,7,5
1,0,21,2,7,5
1,0,22,2,7,5
1,0,23,2,7,6
1,0,257,2,6,3
1,0,26,2,6,5
1,0,28,2,9,8
1,0,30,2,9,8
1,0,30,2,9,8
1,0,30,2,9,8
1,0,31,2,9,8
1,0,32,2,9,8
1,0,32,2,9,8
1,0,347,2,8,3
1,0,39,2,5,3
1,0,4,2,6,5
1,0,45,2,4,4
1,0,501,2,6,4
1,0,552,2,9,4
1,0,73,2,3,1
1,0,76,2,16,4
1,0,81,2,10,5
1,0,82,2,4,2
1,0,98,2,4,4
1,1,14,2,4,3
1,1,14,2,4,3
1,1,14,2,6,5
1,1,148,2,10,5
1,1,15,2,3,3
1,1,15,2,6,5
1,1,159,2,8,4
1,1,18,2,5,4
1,1,20,2,6,5
1,1,20,2,6,5
1,1,21,2,6,5
1,1,21,2,6,5
1,1,214,2,7,6
1,1,23,2,6,5
1,1,23,2,6,5
1,1,23,2,6,5
1,1,23,2,6,5
1,1,23,2,6,5
1,1,23,2,6,5
1,1,30,2,9,8
1,1,31,2,9,8
1,1,31,2,9,8
1,1,31,2,9,8
1,1,32,2,9,8
1,1,32,2,9,8
1,1,333,2,20,18
1,1,383,2,10,5
1,1,43,2,3,3
1,1,43,2,3,3
1,1,52,2,8,5
1,1,69,2,15,4
1,1,72,2,16,4
1,10,102,2,5,4
1,10,107,2,5,4
1,10,155,2,11,3
1,10,16,2,2,1
1,10,16,2,2,1
1,10,20,2,4,2
1,10,20,2,4,3
1,10,20,2,4,3
1,10,206,2,5,4
1,10,21,2,4,3
1,10,214,2,8,5
1,10,23,2,4,3
1,10,23,2,4,3
1,10,26,2,4,3
1,10,30,2,9,9
1,10,30,2,9,9
1,10,395,2,9,5
1,10,4,2,2,2
1,10,4,2,2,2
1,10,4,2,2,2
1,10,41,2,1,1
1,10,43,2,5,3
1,10,46,2,2,2
1,10,47,2,2,2
1,10,51,2,7,5
1,10,52,2,5,3
1,10,547,2,9,5
1,10,76,2,2,2
1,10,81,2,3,3
1,10,81,2,3,3
1,10,89,2,4,3
1,10,92,2,3,3
1,100,12,2,4,3
1,100,129,2,4,3
1,100,163,2,5,3
1,100,174,2,8,4
1,100,184,2,3,3
1,100,193,2,8,6
1,100,2,2,5,4
1,100,311,2,5,3
1,100,36,2,5,3
1,100,5,2,5,4
1,100,61,2,4,4
1,100,7,2,7,4
1,100,8,2,4,3
1,100,83,2,3,3
1,100,84,2,3,3
1,100,87,2,2,2
1,100,89,2,11,11
1,100,89,2,11,11
1,100,93,2,1,1
1,101,11,2,4,3
1,101,116,2,9,6
1,101,172,2,10,6
1,101,315,2,5,4
1,101,32,2,4,4
1,101,341,2,7,3
1,101,4,2,6,4
1,101,40,2,6,4
1,101,44,2,4,3
1,101,7,2,7,4
1,101,9,2,4,3
1,101,95,2,3,3
1,102,12,2,5,3
1,102,171,2,8,5
1,102,171,2,8,5
1,102,190,2,3,2
1,102,193,2,10,7
1,102,28,2,11,5
1,102,29,2,9,4
1,102,312,2,7,3
1,102,335,2,4,3
1,102,34,2,5,3
1,102,34,2,7,4
1,102,36,2,6,3
1,102,4,2,7,5
1,102,58,2,8,7
1,103,141,2,4,3
1,103,174,2,7,5
1,103,181,2,5,4
1,103,2,2,10,5
1,103,200,2,3,1
1,103,3,2,11,5
1,103,305,2,3,2
1,103,308,2,4,2
1,103,319,2,4,2
1,103,33,2,9,5
1,103,6,2,8,4
1,103,67,2,5,5
1,103,7,2,7,6
1,103,86,2,5,4
1,104,133,2,9,8
1,104,175,2,17,12
1,104,181,2,3,2
1,104,19,2,4,3
1,104,292,2,5,3
1,104,30,2,9,5
1,104,31,2,10,5
1,104,32,2,8,4
1,104,58,2,8,6
1,104,63,2,7,5
1,104,67,2,4,4
1,104,88,2,2,2
1,105,0,2,9,5
1,105,10,2,5,3
1,105,178,2,3,2
1,105,180,2,5,2
1,105,308,2,6,3
1,105,40,2,7,4
1,105,443,2,8,4
1,105,51,2,2,2
1,105,54,2,3,1
1,105,58,2,8,6
1,105,60,2,7,4
1,105,65,2,7,6
1,105,7,2,6,6
1,105,84,2,3,3
1,105,87,2,2,2
1,105,88,2,2,2
1,105,88,2,2,2
1,105,90,2,2,2
1,105,94,2,4,3
1,106,0,2,10,6
1,106,10,2,6,4
1,106,11,2,5,4
1,106,167,2,5,5
1,106,173,2,8,5
1,106,191,2,4,3
1,106,23,2,13,9
1,106,29,2,10,5
1,106,3,2,11,6
1,106,331,2,6,3
1,106,423,2,6,4
1,106,450,2,5,4
1,106,57,2,8,7
1,106,65,2,8,8
1,106,66,2,6,6
1,106,67,2,6,6
1,106,68,2,9,6
1,106,84,2,6,5
1,106,85,2,15,13
1,106,90,2,4,4
1,106,94,2,5,5
1,106,95,2,6,5
1,106,96,2,3,3
1,107,166,2,5,3
1,107,167,2,6,5
1,107,17,2,4,4
1,107,17,2,4,4
1,107,172,2,5,3
1,107,176,2,7,5
1,107,296,2,8,4
1,107,31,2,11,6
1,107,33,2,9,5
1,107,331,2,13,7
1,107,37,2,4,4
1,107,39,2,4,4
1,107,41,2,4,3
1,107,61,2,5,5
1,107,62,2,5,2
1,107,75,2,14,12
1,107,84,2,6,5
1,107,86,2,7,5
1,107,87,2,5,4
1,107,91,2,12,11
1,108,10,2,6,4
1,108,12,2,5,4
1,108,128,2,6,4
1,108,163,2,5,3
1,108,185,2,7,4
1,108,29,2,10,5
1,108,32,2,9,5
1,108,33,2,10,5
1,108,56,2,3,2
1,108,67,2,6,6
1,108,68,2,9,6
1,108,90,2,5,4
1,109,115,2,16,6
1,109,2,2,6,4
1,109,3,2,11,6
1,109,36,2,8,4
1,109,36,2,8,4
1,109,39,2,8,4
1,109,424,2,5,3
1,109,5,2,6,4
1,109,61,2,4,4
1,109,61,2,9,5
1,109,83,2,5,4
1,109,88,2,4,3
1,109,90,2,4,3
1,11,100,2,3,3
1,11,102,2,4,3
1,11,108,2,5,4
1,11,14,2,2,1
1,11,14,2,2,2
1,11,14,2,2,2
1,11,19,2,2,1
1,11,20,2,2,2
1,11,21,2,4,2
1,11,22,2,2,1
1,11,22,2,2,2
1,11,226,2,6,4
1,11,28,2,10,10
1,11,29,2,12,12
1,11,29,2,12,12
1,11,29,2,12,12
1,11,30,2,10,10
1,11,30,2,10,10
1,11,31,2,10,10
1,11,32,2,10,10
1,11,32,2,10,10
1,11,386,2,8,5
1,11,4,2,1,1
1,11,44,2,1,1
1,11,44,2,5,3
1,11,51,2,5,2
1,11,53,2,3,2
1,11,73,2,3,2
1,11,78,2,3,2
1,110,0,2,10,6
1,110,1,2,10,6
1,110,1,2,8,5
1,110,180,2,5,4
1,110,187,2,4,3
1,110,2,2,10,6
1,110,28,2,12,6
1,110,28,2,12,6
1,110,29,2,10,5
1,110,29,2,10,5
1,110,33,2,9,5
1,110,436,2,10,5
1,110,454,2,3,3
1,110,5,2,7,5
1,110,58,2,3,2
1,110,59,2,9,7
1,110,61,2,9,5
1,110,65,2,8,7
1,110,7,2,6,5
1,110,80,2,13,12
1,110,83,2,5,4
1,111,150,2,7,3
1,111,159,2,7,5
1,111,159,2,7,5
1,111,165,2,4,3
1,111,219,2,5,4
1,111,31,2,5,3
1,111,326,2,12,7
1,111,436,2,6,5
1,111,437,2,8,5
1,111,468,2,4,4
1,111,89,2,24,23
1,111,95,2,16,5
1,112,102,2,12,5
1,112,144,2,23,23
1,112,158,2,10,6
1,112,214,2,5,5
1,112,325,2,5,3
1,112,41,2,6,4
1,112,454,2,5,3
1,112,475,2,7,3
1,112,85,2,25,11
1,112,97,2,14,4
1,113,103,2,13,5
1,113,145,2,9,4
1,113,327,2,3,2
1,113,52,2,11,6
1,113,93,2,15,4
1,113,95,2,6,4
1,114,158,2,6,3
1,114,163,2,6,4
1,114,180,2,5,3
1,114,206,2,3,3
1,114,343,2,5,3
1,114,343,2,5,3
1,114,41,2,6,5
1,114,90,2,26,24
1,115,100,2,10,5
1,115,213,2,7,4
1,116,31,2,6,3
1,116,313,2,9,4
1,116,345,2,9,4
1,116,40,2,7,3
1,116,46,2,11,6
1,116,90,2,27,25
1,116,99,2,9,3
1,117,101,2,15,6
1,117,139,2,8,5
1,117,423,2,12,6
1,117,49,2,12,5
1,118,100,2,10,5
1,118,143,2,9,5
1,118,22,2,7,4
1,118,38,2,12,5
1,118,39,2,12,5
1,118,421,2,15,4
1,118,45,2,5,5
1,118,89,2,23,23
1,118,91,2,23,22
1,119,152,2,9,4
1,119,26,2,4,3
1,119,46,2,12,6
1,119,47,2,9,6
1,119,51,2,13,6
1,119,59,2,27,15
1,12,1,2,12,11
1,12,10,2,17,4
1,12,104,2,3,3
1,12,146,2,12,11
1,12,159,2,4,3
1,12,16,2,16,4
1,12,16,2,16,4
1,12,16,2,16,4
1,12,17,2,1,1
1,12,17,2,14,3
1,12,17,2,14,3
1,12,17,2,14,3
1,12,17,2,14,3
1,12,18,2,5,4
1,12,18,2,5,4
1,12,2,2,11,9
1,12,2,2,11,9
1,12,201,2,7,3
1,12,21,2,3,2
1,12,24,2,5,4
1,12,24,2,5,4
1,12,24,2,5,4
1,12,25,2,5,5
1,12,25,2,5,5
1,12,26,2,4,3
1,12,26,2,4,3
1,12,26,2,4,3
1,12,28,2,1,1
1,12,3,2,19,9
1,12,3,2,19,9
1,12,38,2,4,2
1,12,541,2,10,4
1,12,70,2,3,2
1,12,71,2,2,2
1,12,73,2,3,2
1,12,74,2,3,3
1,12,77,2,3,2
1,12,8,2,19,6
1,12,8,2,19,6
1,12,80,2,4,3
1,12,9,2,18,5
1,12,9,2,18,5
1,12,9,2,18,5
1,12,9,2,18,5
1,120,164,2,8,5
1,120,202,2,2,2
1,120,220,2,5,4
1,120,34,2,2,2
1,120,44,2,6,3
1,120,53,2,15,5
1,120,95,2,15,4
1,121,158,2,13,4
1,121,199,2,2,2
1,121,25,2,7,3
1,121,28,2,2,2
1,121,288,2,8,4
1,121,40,2,4,3
1,121,41,2,5,4
1,121,440,2,6,4
1,121,483,2,5,3
1,121,93,2,13,4
1,122,144,2,7,4
1,122,145,2,7,4
1,122,154,2,4,4
1,122,196,2,4,3
1,122,26,2,4,3
1,122,297,2,8,4
1,122,51,2,4,3
1,123,103,2,7,4
1,123,145,2,6,3
1,123,153,2,11,4
1,123,161,2,4,3
1,123,167,2,5,3
1,123,194,2,2,2
1,123,196,2,3,2
1,123,339,2,5,4
1,123,459,2,5,4
1,123,85,2,24,10
1,124,209,2,4,3
1,124,317,2,9,4
1,124,445,2,6,4
1,125,307,2,12,5
1,125,43,2,8,4
1,125,90,2,24,24
1,126,110,2,9,5
1,126,150,2,5,3
1,126,198,2,6,3
1,126,30,2,20,6
1,126,304,2,7,4
1,126,339,2,6,4
1,126,43,2,17,4
1,126,478,2,6,3
1,126,90,2,26,24
1,127,141,2,4,4
1,127,162,2,6,4
1,127,188,2,5,3
1,127,209,2,2,2
1,127,468,2,4,3
1,127,53,2,4,2
1,127,89,2,23,22
1,127,91,2,22,21
1,128,109,2,7,3
1,128,157,2,7,5
1,128,158,2,7,3
1,128,40,2,4,4
1,128,45,2,6,5
1,128,49,2,5,3
1,128,53,2,9,4
1,128,89,2,22,22
1,128,94,2,5,3
1,129,145,2,5,2
1,129,167,2,6,4
1,129,194,2,2,1
1,129,204,2,3,2
1,129,287,2,9,5
1,129,32,2,4,2
1,13,0,2,20,9
1,13,1,2,12,11
1,13,1,2,12,11
1,13,1,2,12,11
1,13,1,2,12,11
1,13,11,2,17,10
1,13,110,2,8,4
1,13,16,2,9,4
1,13,16,2,9,4
1,13,17,2,14,3
1,13,17,2,14,3
1,13,18,2,5,4
1,13,2,2,11,9
1,13,2,2,11,9
1,13,2,2,3,2
1,13,24,2,5,4
1,13,24,2,5,4
1,13,25,2,5,5
1,13,25,2,5,5
1,13,25,2,5,5
1,13,25,2,5,5
1,13,26,2,4,3
1,13,26,2,4,3
1,13,26,2,4,3
1,13,26,2,4,3
1,13,264,2,10,5
1,13,27,2,2,2
1,13,27,2,2,2
1,13,3,2,11,9
1,13,3,2,11,9
1,13,3,2,11,9
1,13,32,2,2,1
1,13,36,2,0,0
1,13,37,2,0,0
1,13,8,2,11,7
1,13,8,2,11,7
1,13,8,2,11,7
1,13,8,2,11,7
1,13,85,2,4,3
1,13,9,2,10,9
1,13,94,2,4,2
1,13,94,2,4,2
1,13,98,2,7,4
1,130,100,2,8,3
1,130,149,2,8,3
1,130,221,2,5,5
1,130,277,2,10,5
1,130,51,2,9,4
1,130,61,2,5,3
1,131,144,2,20,19
1,131,21,2,9,3
1,131,215,2,4,3
1,131,29,2,7,3
1,131,33,2,7,2
1,131,34,2,4,2
1,131,431,2,11,5
1,131,459,2,9,5
1,132,108,2,11,4
1,132,162,2,9,4
1,132,170,2,6,3
1,132,41,2,4,3
1,132,438,2,8,5
1,132,478,2,6,3
1,133,108,2,7,3
1,133,140,2,20,4
1,133,200,2,2,1
1,133,209,2,3,2
1,133,23,2,6,3
1,133,288,2,10,5
1,133,416,2,12,6
1,133,42,2,8,4
1,133,453,2,7,4
1,133,92,2,5,2
1,133,93,2,8,3
1,134,142,2,18,7
1,134,149,2,7,4
1,134,163,2,8,4
1,134,176,2,5,4
1,134,185,2,6,4
1,134,19,2,9,4
1,134,286,2,7,4
1,134,291,2,16,6
1,134,3,2,10,4
1,134,456,2,7,5
1,134,52,2,10,4
1,134,54,2,8,4
1,135,108,2,11,5
1,135,323,2,10,4
1,135,418,2,13,6
1,135,442,2,11,5
1,135,480,2,8,4
1,135,97,2,11,4
1,136,165,2,6,3
1,136,200,2,2,1
1,136,206,2,2,2
1,136,306,2,7,5
1,136,36,2,5,2
1,136,446,2,10,5
1,137,107,2,4,3
1,137,148,2,2,2
1,137,163,2,5,3
1,137,203,2,2,2
1,137,27,2,5,2
1,137,277,2,8,5
1,137,30,2,10,5
1,137,33,2,5,2
1,137,423,2,9,6
1,138,390,2,11,4
1,138,495,2,5,3
1,138,58,2,4,3
1,139,113,2,6,4
1,139,117,2,5,3
1,139,550,2,7,5
1,139,9,2,5,4
1,14,0,2,12,9
1,14,10,2,9,4
1,14,10,2,9,4
1,14,10,2,9,4
1,14,11,2,17,10
1,14,11,2,17,10
1,14,11,2,17,10
1,14,11,2,17,10
1,14,12,2,1,1
1,14,16,2,16,4
1,14,16,2,16,4
1,14,16,2,16,4
1,14,16,2,16,4
1,14,17,2,4,3
1,14,19,2,15,7
1,14,202,2,6,3
1,14,216,2,6,5
1,14,233,2,5,3
1,14,24,2,5,4
1,14,24,2,5,4
1,14,25,2,5,5
1,14,25,2,5,5
1,14,26,2,4,3
1,14,27,2,3,2
1,14,27,2,3,2
1,14,27,2,3,2
1,14,28,2,6,3
1,14,3,2,11,9
1,14,30,2,4,3
1,14,35,2,2,2
1,14,38,2,16,9
1,14,4,2,2,2
1,14,40,2,2,2
1,14,537,2,10,6
1,14,8,2,1,1
1,14,8,2,13,7
1,14,85,2,20,9
1,14,89,2,4,3
1,14,89,2,4,3
1,14,9,2,12,10
1,14,9,2,12,10
1,14,9,2,12,10
1,14,9,2,12,10
1,14,96,2,4,3
1,140,106,2,5,3
1,140,117,2,6,4
1,140,119,2,4,3
1,140,178,2,2,2
1,140,384,2,9,5
1,140,509,2,8,3
1,140,522,2,12,4
1,141,10,2,5,3
1,141,120,2,3,3
1,141,124,2,4,3
1,141,133,2,9,4
1,141,251,2,8,7
1,141,351,2,19,13
1,141,541,2,8,4
1,141,60,2,5,4
1,141,62,2,4,3
1,141,78,2,12,12
1,142,118,2,7,4
1,142,168,2,3,3
1,142,251,2,12,8
1,142,26,2,9,9
1,142,380,2,8,5
1,142,392,2,10,5
1,142,69,2,14,13
1,142,90,2,4,3
1,143,136,2,1,1
1,143,17,2,4,3
1,143,177,2,3,2
1,143,179,2,3,1
1,143,24,2,4,3
1,143,273,2,9,5
1,143,90,2,7,3
1,144,123,2,3,2
1,144,137,2,19,14
1,144,185,2,2,1
1,144,80,2,3,2
1,145,169,2,6,3
1,145,169,2,6,3
1,145,181,2,3,2
1,145,3,2,5,4
1,145,383,2,13,5
1,145,80,2,12,11
1,146,111,2,5,3
1,146,123,2,3,2
1,146,14,2,6,3
1,146,184,2,2,2
1,146,22,2,9,7
1,146,368,2,11,5
1,147,137,2,18,14
1,147,137,2,7,4
1,147,182,2,3,2
1,147,510,2,7,4
1,147,524,2,6,4
1,147,547,2,7,4
1,147,58,2,4,3
1,147,93,2,3,2
1,148,11,2,6,5
1,148,17,2,6,5
1,148,59,2,6,5
1,148,8,2,5,5
1,149,112,2,7,6
1,149,166,2,4,4
1,149,168,2,5,3
1,149,179,2,4,3
1,149,192,2,3,1
1,149,349,2,9,4
1,149,375,2,12,4
1,149,4,2,7,4
1,149,527,2,7,3
1,149,537,2,6,4
1,149,552,2,7,4
1,149,65,2,6,5
1,149,85,2,5,2
1,15,1,2,20,14
1,15,1,2,20,14
1,15,1,2,20,14
1,15,1,2,20,14
1,15,10,2,10,5
1,15,10,2,10,5
1,15,10,2,10,5
1,15,10,2,10,5
1,15,10,2,10,5
1,15,10,2,10,5
1,15,116,2,6,4
1,15,129,2,6,4
1,15,16,2,9,5
1,15,16,2,9,5
1,15,163,2,15,5
1,15,165,2,16,5
1,15,17,2,5,4
1,15,17,2,5,4
1,15,18,2,6,5
1,15,19,2,9,8
1,15,2,2,12,9
1,15,200,2,4,3
1,15,24,2,6,5
1,15,24,2,6,5
1,15,24,2,6,5
1,15,24,2,6,5
1,15,26,2,5,4
1,15,27,2,3,3
1,15,27,2,3,3
1,15,27,2,3,3
1,15,27,2,5,3
1,15,3,2,12,9
