ABflag,srcNo,dstNo,2,ASNodes,BSNodes
1,70,83,2,8,4
1,70,84,2,4,3
1,70,9,2,4,4
1,71,0,2,7,5
1,71,1,2,9,7
1,71,2,2,7,6
1,71,28,2,9,7
1,71,30,2,8,6
1,71,36,2,6,5
1,71,57,2,4,4
1,71,57,2,4,4
1,71,61,2,5,5
1,71,61,2,5,5
1,71,61,2,5,5
1,71,61,2,5,5
1,71,77,2,6,5
1,71,78,2,7,5
1,71,79,2,4,3
1,71,81,2,5,4
1,71,82,2,6,5
1,71,82,2,6,5
1,71,82,2,6,5
1,71,83,2,8,4
1,71,83,2,8,4
1,71,83,2,8,4
1,72,0,2,6,4
1,72,1,2,8,6
1,72,2,2,6,5
1,72,29,2,6,5
1,72,32,2,6,5
1,72,32,2,6,5
1,72,34,2,4,4
1,72,35,2,6,3
1,72,4,2,4,4
1,72,50,2,8,5
1,72,52,2,8,4
1,72,75,2,5,4
1,72,78,2,6,4
1,72,79,2,4,3
1,72,82,2,5,4
1,72,86,2,4,3
1,73,1,2,9,7
1,73,2,2,7,6
1,73,25,2,8,6
1,73,25,2,8,6
1,73,27,2,8,7
1,73,28,2,8,7
1,73,29,2,7,6
1,73,29,2,7,6
1,73,30,2,7,6
1,73,33,2,6,4
1,73,35,2,7,4
1,73,36,2,5,5
1,73,5,2,6,5
1,73,51,2,8,4
1,73,51,2,8,4
1,73,52,2,9,5
1,73,54,2,5,4
1,73,55,2,5,3
1,73,57,2,5,4
1,73,57,2,5,4
1,73,60,2,4,3
1,73,77,2,6,5
1,73,77,2,6,5
1,73,79,2,4,3
1,73,82,2,7,5
1,73,82,2,7,5
1,73,84,2,3,3
1,73,84,2,3,3
1,73,85,2,3,2
1,74,0,2,7,5
1,74,11,2,4,4
1,74,11,2,4,4
1,74,2,2,8,6
1,74,25,2,9,6
1,74,26,2,10,7
1,74,26,2,10,7
1,74,27,2,9,7
1,74,27,2,9,7
1,74,28,2,9,7
1,74,30,2,8,6
1,74,33,2,7,4
1,74,34,2,6,5
1,74,34,2,6,5
1,74,57,2,6,4
1,74,59,2,5,3
1,74,61,2,9,5
1,74,75,2,7,5
1,74,75,2,7,5
1,74,76,2,7,5
1,74,76,2,7,5
1,74,79,2,4,3
1,74,80,2,6,4
1,74,80,2,6,4
1,74,82,2,7,5
1,74,84,2,3,3
1,74,86,2,5,4
1,75,15,2,7,3
1,75,21,2,10,6
1,75,23,2,9,5
1,75,23,2,9,5
1,75,38,2,6,3
1,75,46,2,6,4
1,75,63,2,3,3
1,75,64,2,5,3
1,75,65,2,5,3
1,75,65,2,5,3
1,75,65,2,5,3
1,75,66,2,5,4
1,75,67,2,5,3
1,75,69,2,4,3
1,75,69,2,4,3
1,75,89,2,3,2
1,75,90,2,4,2
1,75,94,2,6,3
1,75,96,2,8,4
1,75,96,2,8,4
1,75,99,2,6,4
1,76,14,2,5,4
1,76,16,2,7,5
1,76,17,2,6,4
1,76,19,2,5,4
1,76,22,2,7,5
1,76,24,2,7,5
1,76,42,2,5,4
1,76,63,2,3,3
1,76,64,2,4,3
1,76,65,2,4,4
1,76,68,2,4,4
1,76,69,2,4,4
1,76,70,2,6,5
1,76,70,2,6,5
1,76,74,2,5,5
1,76,74,2,5,5
1,76,89,2,3,2
1,76,96,2,8,4
1,77,12,2,6,3
1,77,15,2,6,3
1,77,16,2,7,4
1,77,16,2,7,4
1,77,39,2,4,2
1,77,42,2,5,5
1,77,45,2,6,5
1,77,46,2,5,4
1,77,46,2,5,4
1,77,46,2,5,4
1,77,49,2,5,5
1,77,62,2,4,3
1,77,74,2,5,4
1,77,87,2,3,2
1,77,93,2,4,3
1,77,94,2,6,3
1,77,96,2,8,4
1,77,97,2,7,4
1,78,13,2,5,4
1,78,16,2,8,5
1,78,19,2,5,4
1,78,23,2,9,5
1,78,23,2,9,5
1,78,24,2,8,5
1,78,38,2,6,3
1,78,43,2,5,4
1,78,45,2,6,5
1,78,63,2,3,3
1,78,67,2,4,4
1,78,71,2,7,5
1,78,73,2,5,5
1,78,74,2,5,5
1,78,74,2,5,5
1,78,87,2,4,2
1,78,89,2,4,2
1,78,90,2,5,3
1,78,92,2,8,3
1,78,93,2,4,3
1,78,93,2,4,3
1,78,97,2,8,4
1,79,19,2,5,3
1,79,21,2,8,5
1,79,37,2,3,2
1,79,38,2,3,2
1,79,39,2,3,3
1,79,40,2,3,3
1,79,43,2,3,3
1,79,66,2,4,3
1,79,69,2,3,2
1,79,70,2,5,3
1,79,71,2,5,3
1,79,73,2,4,3
1,79,91,2,3,1
1,79,93,2,3,2
1,79,95,2,4,3
1,8,13,2,1,1
1,8,13,2,1,1
1,8,16,2,1,1
1,8,24,2,2,2
1,8,39,2,0,0
1,8,48,2,2,2
1,8,62,2,1,1
1,8,63,2,1,1
1,8,64,2,1,1
1,8,68,2,4,2
1,8,87,2,2,2
1,8,90,2,2,2
1,8,92,2,3,2
1,8,94,2,2,2
1,8,97,2,5,3
1,80,17,2,4,3
1,80,17,2,4,3
1,80,19,2,5,3
1,80,19,2,5,3
1,80,20,2,6,5
1,80,37,2,4,2
1,80,39,2,3,3
1,80,42,2,4,3
1,80,46,2,4,3
1,80,63,2,2,2
1,80,63,2,2,2
1,80,64,2,3,2
1,80,68,2,3,2
1,80,88,2,1,1
1,80,89,2,1,1
1,80,90,2,1,1
1,80,93,2,2,2
1,80,94,2,3,2
1,80,94,2,3,2
1,80,97,2,5,3
1,80,99,2,4,3
1,81,20,2,7,5
1,81,39,2,4,3
1,81,47,2,5,4
1,81,62,2,3,2
1,81,65,2,3,3
1,81,69,2,3,3
1,81,69,2,3,3
1,81,70,2,5,4
1,81,72,2,4,3
1,81,74,2,4,4
1,81,88,2,2,2
1,81,89,2,2,1
1,81,89,2,2,1
1,81,89,2,2,1
1,81,91,2,3,2
1,81,92,2,5,2
1,81,93,2,3,2
1,81,93,2,3,2
1,82,13,2,7,3
1,82,15,2,4,3
1,82,18,2,6,3
1,82,20,2,7,5
1,82,38,2,5,2
1,82,40,2,4,2
1,82,42,2,4,4
1,82,67,2,4,3
1,82,69,2,4,3
1,82,70,2,5,4
1,82,70,2,5,4
1,82,71,2,6,4
1,82,74,2,5,4
1,82,89,2,2,1
1,82,97,2,6,4
1,82,98,2,4,4
1,83,20,2,5,4
1,83,21,2,6,4
1,83,22,2,4,3
1,83,22,2,4,3
1,83,22,2,4,3
1,83,23,2,5,3
1,83,43,2,3,3
1,83,43,2,3,3
1,83,44,2,3,3
1,83,45,2,5,4
1,83,45,2,5,4
1,83,45,2,5,4
1,83,46,2,4,3
1,83,48,2,4,3
1,83,62,2,2,2
1,83,64,2,2,2
1,83,68,2,3,2
1,83,92,2,4,2
1,83,97,2,5,3
1,84,13,2,6,3
1,84,14,2,4,2
1,84,20,2,6,3
1,84,21,2,7,4
1,84,23,2,6,3
1,84,24,2,5,3
1,84,43,2,3,2
1,84,43,2,3,2
1,84,43,2,3,2
1,84,47,2,4,3
1,84,62,2,2,1
1,84,64,2,2,1
1,84,66,2,3,2
1,84,66,2,3,2
1,84,67,2,2,2
1,84,70,2,4,3
1,84,70,2,4,3
1,84,72,2,3,2
1,84,73,2,3,3
1,84,95,2,3,2
1,84,99,2,4,2
1,85,13,2,6,3
1,85,21,2,5,3
1,85,23,2,4,3
1,85,24,2,4,2
1,85,38,2,4,2
1,85,39,2,2,2
1,85,46,2,3,2
1,85,46,2,3,2
1,85,64,2,1,1
1,85,66,2,3,2
1,85,68,2,2,1
1,85,71,2,4,2
1,85,87,2,0,0
1,85,88,2,0,0
1,85,90,2,0,0
1,85,94,2,2,1
1,85,95,2,3,2
1,85,95,2,3,2
1,86,15,2,3,2
1,86,15,2,3,2
1,86,17,2,4,3
1,86,18,2,3,2
1,86,19,2,5,2
1,86,20,2,6,4
1,86,22,2,5,4
1,86,23,2,6,4
1,86,39,2,2,2
1,86,39,2,2,2
1,86,42,2,3,2
1,86,42,2,3,2
1,86,44,2,2,2
1,86,45,2,4,3
1,86,47,2,4,3
1,86,62,2,1,1
1,86,73,2,3,3
1,86,87,2,1,1
1,86,87,2,1,1
1,86,87,2,1,1
1,86,88,2,1,1
1,86,89,2,0,0
1,86,95,2,4,3
1,86,97,2,4,3
1,87,0,2,4,4
1,87,25,2,3,3
1,87,25,2,3,3
1,87,26,2,4,3
1,87,29,2,3,3
1,87,3,2,4,3
1,87,30,2,3,2
1,87,53,2,4,3
1,87,55,2,2,1
1,87,57,2,2,1
1,87,75,2,3,2
1,87,75,2,3,2
1,87,76,2,4,2
1,87,77,2,3,2
1,87,8,2,4,3
1,88,10,2,4,3
1,88,2,2,9,5
1,88,2,2,9,5
1,88,25,2,4,3
1,88,26,2,5,3
1,88,50,2,5,3
1,88,55,2,3,1
1,88,58,2,1,1
1,88,59,2,1,1
1,88,75,2,3,2
1,88,8,2,4,3
1,88,80,2,2,1
1,88,81,2,2,2
1,88,82,2,3,2
1,88,82,2,3,2
1,88,83,2,1,1
1,88,83,2,1,1
1,88,84,2,1,1
1,88,86,2,2,1
1,89,11,2,2,2
1,89,11,2,2,2
1,89,27,2,3,2
1,89,27,2,3,2
1,89,28,2,3,2
1,89,4,2,2,2
1,89,50,2,3,2
1,89,51,2,2,2
1,89,54,2,1,1
1,89,56,2,1,1
1,89,56,2,1,1
1,89,57,2,1,1
1,89,57,2,1,1
1,89,57,2,1,1
1,89,75,2,2,2
1,89,8,2,2,2
1,89,82,2,2,1
1,89,84,2,0,0
1,89,85,2,0,0
1,89,86,2,0,0
1,9,16,2,2,1
1,9,18,2,1,1
1,9,19,2,1,1
1,9,19,2,1,1
1,9,20,2,3,2
1,9,23,2,2,2
1,9,38,2,0,0
1,9,40,2,0,0
1,9,41,2,1,1
1,9,48,2,2,2
1,9,69,2,2,2
1,9,70,2,3,3
1,9,72,2,2,2
1,9,73,2,3,3
1,9,74,2,3,3
1,9,89,2,1,1
1,9,90,2,2,2
1,9,97,2,3,3
1,9,97,2,3,3
1,9,97,2,3,3
1,9,97,2,3,3
1,9,97,2,3,3
1,9,98,2,4,3
1,9,98,2,4,3
1,90,10,2,5,3
1,90,26,2,5,3
1,90,28,2,5,3
1,90,33,2,3,3
1,90,4,2,4,4
1,90,50,2,4,3
1,90,51,2,3,2
1,90,51,2,3,2
1,90,52,2,4,3
1,90,53,2,4,3
1,90,59,2,1,1
1,90,6,2,4,4
1,90,80,2,2,1
1,90,82,2,3,2
1,90,83,2,1,1
1,91,2,2,5,3
1,91,26,2,5,3
1,91,26,2,5,3
1,91,3,2,5,5
1,91,3,2,5,5
1,91,30,2,4,2
1,91,31,2,3,2
1,91,32,2,4,3
1,91,35,2,6,3
1,91,35,2,6,3
1,91,51,2,4,2
1,91,52,2,4,3
1,91,55,2,3,1
1,91,56,2,3,2
1,91,60,2,1,1
1,91,61,2,1,1
1,91,81,2,2,2
1,91,83,2,1,1
1,91,86,2,1,1
1,91,86,2,1,1
1,91,9,2,5,3
1,91,9,2,5,3
1,92,0,2,5,5
1,92,11,2,5,4
1,92,26,2,7,4
1,92,30,2,5,3
1,92,30,2,5,3
1,92,35,2,5,4
1,92,35,2,5,4
1,92,36,2,5,4
1,92,4,2,6,5
1,92,4,2,6,5
1,92,5,2,7,5
1,92,5,2,7,5
1,92,5,2,7,5
1,92,52,2,6,3
1,92,7,2,7,5
1,92,7,2,7,5
1,92,75,2,4,3
1,92,83,2,3,2
1,92,86,2,3,2
1,93,1,2,10,6
1,93,10,2,4,3
1,93,27,2,8,6
1,93,28,2,8,6
1,93,29,2,7,5
1,93,31,2,6,5
1,93,35,2,4,3
1,93,36,2,5,4
1,93,5,2,6,4
1,93,51,2,4,3
1,93,52,2,5,3
1,93,52,2,5,3
1,93,53,2,5,4
1,93,55,2,3,2
1,93,56,2,3,3
1,93,56,2,3,3
1,93,56,2,3,3
1,93,58,2,2,2
1,93,6,2,5,4
1,93,7,2,7,4
1,93,7,2,7,4
1,93,75,2,4,3
1,93,79,2,3,2
1,93,81,2,3,2
1,93,9,2,4,3
1,94,10,2,4,3
1,94,11,2,5,3
1,94,2,2,10,5
1,94,27,2,6,6
1,94,3,2,9,5
1,94,3,2,9,5
1,94,30,2,5,5
1,94,30,2,5,5
1,94,34,2,6,4
1,94,52,2,5,3
1,94,53,2,5,4
1,94,55,2,3,2
1,94,55,2,3,2
1,94,56,2,3,3
1,94,59,2,2,2
1,94,60,2,2,2
1,94,7,2,8,4
1,94,75,2,4,3
1,94,75,2,4,3
1,94,78,2,6,3
1,94,80,2,4,2
1,94,82,2,4,3
1,95,1,2,10,7
1,95,10,2,6,4
1,95,11,2,6,4
1,95,2,2,10,6
1,95,26,2,10,7
1,95,3,2,9,6
1,95,3,2,9,6
1,95,34,2,5,5
1,95,34,2,5,5
1,95,4,2,6,5
1,95,52,2,7,4
1,95,53,2,7,5
1,95,54,2,5,3
1,95,58,2,4,3
1,95,77,2,6,4
1,95,80,2,5,3
1,95,81,2,5,3
1,95,81,2,5,3
1,95,82,2,6,4
1,95,83,2,4,4
1,95,86,2,5,3
1,96,10,2,7,4
1,96,10,2,7,4
1,96,26,2,11,5
1,96,28,2,10,5
1,96,28,2,10,5
1,96,3,2,10,6
1,96,4,2,7,5
1,96,5,2,8,5
1,96,53,2,7,5
1,96,54,2,5,3
1,96,56,2,5,4
1,96,58,2,4,3
1,96,6,2,7,5
1,96,7,2,8,5
1,96,7,2,8,5
1,96,77,2,5,4
1,96,79,2,6,3
1,97,1,2,12,7
1,97,10,2,6,4
1,97,11,2,6,4
1,97,2,2,10,6
1,97,26,2,11,7
1,97,29,2,9,6
1,97,3,2,9,6
1,97,31,2,8,6
1,97,34,2,7,5
1,97,36,2,7,5
1,97,36,2,7,5
1,97,51,2,6,4
1,97,55,2,5,3
1,97,55,2,5,3
1,97,6,2,7,5
1,97,75,2,6,4
1,97,8,2,5,4
1,97,81,2,5,3
1,97,81,2,5,3
1,97,82,2,6,4
1,97,83,2,4,3
1,97,83,2,4,3
1,97,85,2,4,2
1,97,86,2,5,3
1,98,25,2,9,6
1,98,25,2,9,6
1,98,35,2,5,4
1,98,52,2,6,4
1,98,54,2,4,3
1,98,58,2,3,3
1,98,58,2,3,3
1,98,60,2,3,3
1,98,61,2,6,5
1,98,61,2,6,5
1,98,76,2,6,4
1,98,8,2,4,4
1,98,80,2,4,3
1,98,80,2,4,3
1,98,80,2,4,3
1,99,10,2,5,4
1,99,11,2,6,4
1,99,26,2,10,7
1,99,33,2,8,4
1,99,50,2,6,5
1,99,51,2,5,4
1,99,52,2,6,4
1,99,52,2,6,4
1,99,53,2,6,5
1,99,58,2,3,3
1,99,60,2,3,3
1,99,61,2,6,5
1,99,7,2,8,5
1,99,79,2,5,3
1,99,83,2,3,3
1,99,83,2,3,3
1,99,83,2,3,3
1,99,84,2,4,2
1,99,85,2,3,2
